CustomerID,recency_days,frequency,monetary,total_items,first_purchase,last_purchase,r_score,f_score,m_score,segment
12478,3,1,135.0,1,2011-12-06T09:56:00.000Z,2011-12-06T09:56:00.000Z,1,3,2,Others
12612,74,1,132.0,5,2011-09-26T15:35:00.000Z,2011-09-26T15:35:00.000Z,3,4,2,Potential
12594,256,4,130.0,4,2011-01-21T09:52:00.000Z,2011-03-28T14:01:00.000Z,5,1,2,New
12947,336,1,130.0,1,2011-01-07T09:40:00.000Z,2011-01-07T09:40:00.000Z,5,5,2,Champions
12778,19,6,129.0,6,2011-01-31T14:35:00.000Z,2011-11-20T11:30:00.000Z,2,1,2,Lost
12455,73,5,127.0,5,2011-02-17T17:05:00.000Z,2011-09-27T15:31:00.000Z,3,1,2,Others
12674,38,4,126.0,4,2011-05-16T09:10:00.000Z,2011-11-01T12:12:00.000Z,2,1,2,Lost
12427,21,3,126.0,3,2010-12-03T10:44:00.000Z,2011-11-18T08:56:00.000Z,2,1,2,Lost
12710,96,3,126.0,3,2011-05-22T14:05:00.000Z,2011-09-04T12:00:00.000Z,4,2,2,New
12516,77,2,126.0,2,2011-06-12T11:37:00.000Z,2011-09-23T09:13:00.000Z,3,2,3,Others
12603,21,1,126.0,1,2011-11-18T10:42:00.000Z,2011-11-18T10:42:00.000Z,2,3,3,Others
12652,331,1,126.0,1,2011-01-12T15:00:00.000Z,2011-01-12T15:00:00.000Z,5,5,3,Champions
17404,56,3,125.0,3,2011-07-31T15:50:00.000Z,2011-10-14T11:44:00.000Z,3,2,3,Others
17838,89,1,125.0,1,2011-09-11T14:34:00.000Z,2011-09-11T14:34:00.000Z,3,4,3,Potential
15238,95,1,125.0,1,2011-09-05T15:26:00.000Z,2011-09-05T15:26:00.000Z,4,4,3,Champions
14924,245,1,125.0,1,2011-04-08T09:25:00.000Z,2011-04-08T09:25:00.000Z,5,5,3,Champions
16096,264,1,125.0,1,2011-03-20T13:38:00.000Z,2011-03-20T13:38:00.000Z,5,5,3,Champions
17961,353,1,125.0,1,2010-12-21T10:26:00.000Z,2010-12-21T10:26:00.000Z,5,5,3,Champions
12759,52,3,120.0,3,2011-03-09T08:09:00.000Z,2011-10-18T14:49:00.000Z,3,2,3,Others
12414,217,3,120.0,3,2011-02-02T14:51:00.000Z,2011-05-06T14:51:00.000Z,4,2,3,New
12816,95,2,120.0,2,2011-06-16T13:24:00.000Z,2011-09-05T12:41:00.000Z,4,2,3,New
13493,275,2,120.0,2,2011-02-25T16:42:00.000Z,2011-03-09T15:35:00.000Z,5,2,3,New
12374,25,1,120.0,1,2011-11-14T15:37:00.000Z,2011-11-14T15:37:00.000Z,2,3,3,Others
12552,38,1,120.0,1,2011-11-01T10:02:00.000Z,2011-11-01T10:02:00.000Z,2,3,3,Others
15502,67,1,120.0,1,2011-10-03T16:51:00.000Z,2011-10-03T16:51:00.000Z,3,4,3,Potential
12422,168,1,120.0,1,2011-06-24T13:20:00.000Z,2011-06-24T13:20:00.000Z,4,4,3,Champions
14298,225,1,120.0,1,2011-04-28T10:20:00.000Z,2011-04-28T10:20:00.000Z,5,5,3,Champions
12639,238,1,120.0,1,2011-04-15T12:48:00.000Z,2011-04-15T12:48:00.000Z,5,5,3,Champions
12370,357,1,120.0,1,2010-12-17T09:38:00.000Z,2010-12-17T09:38:00.000Z,5,5,3,Champions
12523,43,5,115.0,5,2011-02-21T14:58:00.000Z,2011-10-27T09:18:00.000Z,3,1,3,Others
14016,357,1,115.0,2,2010-12-17T14:21:00.000Z,2010-12-17T14:21:00.000Z,5,5,3,Champions
12795,18,1,112.0,1,2011-11-21T10:27:00.000Z,2011-11-21T10:27:00.000Z,2,3,3,Others
15103,31,2,110.0,2,2011-09-14T13:54:00.000Z,2011-11-08T14:53:00.000Z,2,2,3,Lost
12691,28,5,108.0,5,2010-12-17T14:46:00.000Z,2011-11-11T16:49:00.000Z,2,1,3,Lost
12724,5,4,108.0,4,2011-01-11T15:00:00.000Z,2011-12-04T16:02:00.000Z,1,1,3,Lost
12728,71,4,108.0,4,2011-01-11T13:31:00.000Z,2011-09-29T15:31:00.000Z,3,1,3,Others
12642,25,3,108.0,3,2011-08-24T09:23:00.000Z,2011-11-14T15:03:00.000Z,2,1,3,Lost
12572,8,2,108.0,2,2011-10-19T08:20:00.000Z,2011-12-01T09:20:00.000Z,1,2,3,Lost
12689,25,2,108.0,2,2011-08-04T10:04:00.000Z,2011-11-14T08:31:00.000Z,2,2,3,Lost
12694,70,2,108.0,2,2011-06-09T17:48:00.000Z,2011-09-30T13:06:00.000Z,3,2,3,Others
12534,130,1,108.0,1,2011-08-01T10:26:00.000Z,2011-08-01T10:26:00.000Z,4,4,3,Champions
12775,17,5,105.0,5,2011-02-01T13:45:00.000Z,2011-11-22T16:33:00.000Z,2,1,3,Lost
12364,7,4,105.0,4,2011-08-19T15:24:00.000Z,2011-12-02T10:22:00.000Z,1,1,3,Lost
12431,60,2,105.0,2,2011-02-17T08:23:00.000Z,2011-10-10T14:49:00.000Z,3,2,3,Others
12515,353,1,105.0,1,2010-12-21T15:43:00.000Z,2010-12-21T15:43:00.000Z,5,5,3,Champions
12372,71,3,102.0,3,2011-02-16T12:46:00.000Z,2011-09-29T12:12:00.000Z,3,2,3,Others
13350,16,2,100.0,2,2011-09-21T13:33:00.000Z,2011-11-23T16:33:00.000Z,1,2,3,Lost
13363,17,2,100.0,2,2011-10-27T10:46:00.000Z,2011-11-22T12:40:00.000Z,2,2,3,Lost
16265,110,2,100.0,2,2011-03-24T09:52:00.000Z,2011-08-21T12:39:00.000Z,4,2,3,New
14817,200,2,100.0,2,2011-03-07T13:51:00.000Z,2011-05-23T13:35:00.000Z,4,2,3,New
16345,44,1,100.0,1,2011-10-26T16:03:00.000Z,2011-10-26T16:03:00.000Z,3,3,3,Potential
12601,189,5,90.0,5,2011-01-11T10:38:00.000Z,2011-06-03T10:17:00.000Z,4,1,3,New
12716,3,2,90.0,2,2011-07-29T13:28:00.000Z,2011-12-06T08:55:00.000Z,1,2,3,Lost
13023,64,2,90.0,2,2011-08-02T09:34:00.000Z,2011-10-06T16:27:00.000Z,3,2,3,Others
14524,71,2,90.0,2,2011-04-17T12:53:00.000Z,2011-09-29T12:16:00.000Z,3,2,3,Others
12735,315,2,90.0,2,2011-01-06T14:26:00.000Z,2011-01-28T13:37:00.000Z,5,2,3,New
12497,81,1,90.0,1,2011-09-19T12:29:00.000Z,2011-09-19T12:29:00.000Z,3,4,3,Potential
12736,332,1,90.0,1,2011-01-11T07:57:00.000Z,2011-01-11T07:57:00.000Z,5,5,3,Champions
13046,30,1,85.0,1,2011-11-09T08:36:00.000Z,2011-11-09T08:36:00.000Z,2,3,3,Others
16243,54,1,85.0,1,2011-10-16T12:09:00.000Z,2011-10-16T12:09:00.000Z,3,4,3,Potential
15088,67,1,85.0,1,2011-10-03T14:05:00.000Z,2011-10-03T14:05:00.000Z,3,4,3,Potential
17214,85,1,85.0,1,2011-09-15T11:25:00.000Z,2011-09-15T11:25:00.000Z,3,4,3,Potential
16475,88,1,85.0,1,2011-09-12T14:37:00.000Z,2011-09-12T14:37:00.000Z,3,4,3,Potential
14346,120,1,85.0,1,2011-08-11T09:47:00.000Z,2011-08-11T09:47:00.000Z,4,4,3,Champions
17419,143,1,85.0,1,2011-07-19T12:39:00.000Z,2011-07-19T12:39:00.000Z,4,4,3,Champions
15189,149,1,85.0,1,2011-07-13T09:44:00.000Z,2011-07-13T09:44:00.000Z,4,4,3,Champions
15157,154,1,85.0,1,2011-07-08T13:26:00.000Z,2011-07-08T13:26:00.000Z,4,4,3,Champions
14104,154,1,85.0,1,2011-07-08T12:50:00.000Z,2011-07-08T12:50:00.000Z,4,4,3,Champions
12412,74,3,84.0,3,2011-06-23T13:51:00.000Z,2011-09-26T10:16:00.000Z,3,2,3,Others
12793,334,2,84.0,2,2010-12-03T15:14:00.000Z,2011-01-09T12:12:00.000Z,5,2,3,New
12809,177,1,84.0,1,2011-06-15T10:51:00.000Z,2011-06-15T10:51:00.000Z,4,4,3,Champions
12584,280,1,84.0,1,2011-03-04T15:15:00.000Z,2011-03-04T15:15:00.000Z,5,5,3,Champions
12591,317,1,84.0,1,2011-01-26T14:35:00.000Z,2011-01-26T14:35:00.000Z,5,5,3,Champions
12452,16,2,82.0,2,2011-11-23T08:05:00.000Z,2011-11-23T10:28:00.000Z,1,2,3,Lost
12375,10,2,80.0,2,2011-09-02T14:23:00.000Z,2011-11-29T10:36:00.000Z,1,2,3,Lost
12436,99,1,80.0,1,2011-09-01T12:09:00.000Z,2011-09-01T12:09:00.000Z,4,4,3,Champions
12715,106,1,80.0,1,2011-08-25T15:22:00.000Z,2011-08-25T15:22:00.000Z,4,4,3,Champions
12377,315,1,80.0,1,2011-01-28T15:45:00.000Z,2011-01-28T15:45:00.000Z,5,5,3,Champions
12399,119,4,75.0,4,2011-03-23T09:42:00.000Z,2011-08-12T13:15:00.000Z,4,1,3,New
14895,7,3,75.0,3,2011-10-24T14:29:00.000Z,2011-12-02T09:19:00.000Z,1,1,3,Lost
18219,2,2,75.0,2,2011-10-27T18:02:00.000Z,2011-12-07T11:43:00.000Z,1,2,3,Lost
13709,36,2,75.0,2,2011-11-03T11:29:00.000Z,2011-11-03T11:31:00.000Z,2,2,3,Lost
12379,81,2,75.0,2,2011-06-22T16:32:00.000Z,2011-09-19T10:09:00.000Z,3,2,3,Others
12654,10,4,72.0,4,2011-02-17T13:16:00.000Z,2011-11-29T10:10:00.000Z,1,1,3,Lost
12680,73,3,72.0,3,2011-08-18T15:44:00.000Z,2011-09-27T12:53:00.000Z,3,2,3,Others
12719,5,2,72.0,2,2011-10-05T14:50:00.000Z,2011-12-04T13:45:00.000Z,1,2,3,Lost
13816,23,2,72.0,2,2011-10-06T14:37:00.000Z,2011-11-16T08:38:00.000Z,2,2,3,Lost
13810,28,2,72.0,2,2011-10-14T12:57:00.000Z,2011-11-11T08:33:00.000Z,2,2,3,Lost
12589,28,2,72.0,2,2011-07-18T12:05:00.000Z,2011-11-11T10:19:00.000Z,2,2,3,Lost
12413,66,2,72.0,2,2011-01-06T16:12:00.000Z,2011-10-04T09:00:00.000Z,3,2,3,Others
12701,79,2,72.0,2,2011-04-11T13:02:00.000Z,2011-09-21T10:47:00.000Z,3,2,3,Others
12616,95,2,72.0,2,2011-02-15T14:17:00.000Z,2011-09-05T15:17:00.000Z,4,2,3,New
12624,106,2,72.0,2,2011-06-15T12:34:00.000Z,2011-08-25T15:04:00.000Z,4,2,3,New
13811,183,2,72.0,2,2011-04-14T18:40:00.000Z,2011-06-09T09:54:00.000Z,4,2,3,New
12468,187,2,72.0,2,2011-01-27T13:29:00.000Z,2011-06-05T11:36:00.000Z,4,2,3,New
12650,3,1,72.0,1,2011-12-06T16:34:00.000Z,2011-12-06T16:34:00.000Z,1,3,3,Others
12426,194,1,72.0,1,2011-05-29T12:26:00.000Z,2011-05-29T12:26:00.000Z,4,5,3,Champions
17293,119,1,65.0,1,2011-08-12T14:03:00.000Z,2011-08-12T14:03:00.000Z,4,4,3,Champions
13338,157,1,65.0,2,2011-07-05T09:06:00.000Z,2011-07-05T09:06:00.000Z,4,4,3,Champions
12842,308,1,65.0,1,2011-02-04T12:36:00.000Z,2011-02-04T12:36:00.000Z,5,5,3,Champions
14049,317,1,65.0,1,2011-01-26T11:27:00.000Z,2011-01-26T11:27:00.000Z,5,5,3,Champions
13659,320,1,65.0,1,2011-01-23T12:08:00.000Z,2011-01-23T12:08:00.000Z,5,5,3,Champions
13695,81,4,60.0,4,2011-07-05T15:12:00.000Z,2011-09-19T11:37:00.000Z,3,1,3,Others
18073,114,4,60.0,4,2011-06-14T12:17:00.000Z,2011-08-17T14:02:00.000Z,4,1,3,New
12465,17,2,60.0,2,2011-06-23T13:37:00.000Z,2011-11-22T16:34:00.000Z,1,2,3,Lost
12866,283,1,60.0,1,2011-03-01T14:11:00.000Z,2011-03-01T14:11:00.000Z,5,5,3,Champions
12811,260,3,56.0,3,2011-02-28T15:39:00.000Z,2011-03-24T09:42:00.000Z,5,2,3,New
12547,197,2,56.0,2,2011-03-04T12:46:00.000Z,2011-05-26T12:38:00.000Z,4,2,3,New
12784,9,1,56.0,1,2011-11-30T15:38:00.000Z,2011-11-30T15:38:00.000Z,1,3,3,Others
12757,15,1,56.0,1,2011-11-24T12:30:00.000Z,2011-11-24T12:30:00.000Z,1,3,3,Others
12445,22,1,56.0,1,2011-11-17T18:43:00.000Z,2011-11-17T18:43:00.000Z,2,3,3,Others
12544,36,1,56.0,1,2011-11-03T16:15:00.000Z,2011-11-03T16:15:00.000Z,2,3,3,Others
12792,256,1,56.0,1,2011-03-28T11:36:00.000Z,2011-03-28T11:36:00.000Z,5,5,3,Champions
12785,364,1,56.0,1,2010-12-10T13:48:00.000Z,2010-12-10T13:48:00.000Z,5,5,3,Champions
12725,371,1,56.0,1,2010-12-03T15:45:00.000Z,2010-12-03T15:45:00.000Z,5,5,3,Champions
12628,4,3,54.0,3,2011-10-06T09:28:00.000Z,2011-12-05T13:15:00.000Z,1,1,3,Lost
13812,42,3,54.0,3,2011-08-26T12:54:00.000Z,2011-10-28T14:27:00.000Z,3,2,3,Others
12498,21,2,54.0,2,2011-10-13T09:30:00.000Z,2011-11-18T12:52:00.000Z,2,2,3,Lost
13817,29,2,54.0,2,2010-12-23T11:46:00.000Z,2011-11-10T17:49:00.000Z,2,2,3,Lost
12649,107,2,54.0,2,2011-05-11T14:37:00.000Z,2011-08-24T14:40:00.000Z,4,2,3,New
12493,165,2,54.0,2,2011-05-26T14:53:00.000Z,2011-06-27T10:17:00.000Z,4,2,3,New
12713,0,1,54.0,1,2011-12-09T12:16:00.000Z,2011-12-09T12:16:00.000Z,1,3,3,Others
12488,9,1,54.0,1,2011-11-30T08:50:00.000Z,2011-11-30T08:50:00.000Z,1,3,3,Others
12479,11,1,54.0,1,2011-11-28T13:26:00.000Z,2011-11-28T13:26:00.000Z,1,3,3,Others
12620,14,1,54.0,4,2011-11-25T10:20:00.000Z,2011-11-25T10:20:00.000Z,1,3,3,Others
12658,18,1,54.0,1,2011-11-21T10:22:00.000Z,2011-11-21T10:22:00.000Z,2,3,3,Others
12504,30,1,54.0,1,2011-11-09T14:56:00.000Z,2011-11-09T14:56:00.000Z,2,3,3,Others
12475,53,1,54.0,1,2011-10-17T10:10:00.000Z,2011-10-17T10:10:00.000Z,3,4,3,Potential
12519,63,1,54.0,1,2011-10-07T09:26:00.000Z,2011-10-07T09:26:00.000Z,3,4,3,Potential
12579,78,1,54.0,1,2011-09-22T17:15:00.000Z,2011-09-22T17:15:00.000Z,3,4,3,Potential
12566,86,1,54.0,1,2011-09-14T14:30:00.000Z,2011-09-14T14:30:00.000Z,3,4,3,Potential
12513,112,1,54.0,1,2011-08-19T10:51:00.000Z,2011-08-19T10:51:00.000Z,4,4,3,Champions
12521,142,1,54.0,1,2011-07-20T10:51:00.000Z,2011-07-20T10:51:00.000Z,4,4,3,Champions
12690,205,1,54.0,1,2011-05-18T09:09:00.000Z,2011-05-18T09:09:00.000Z,4,5,3,Champions
12564,261,1,54.0,1,2011-03-23T14:55:00.000Z,2011-03-23T14:55:00.000Z,5,5,3,Champions
16892,1,2,50.0,2,2011-11-10T13:03:00.000Z,2011-12-08T13:18:00.000Z,1,2,3,Lost
16347,11,2,50.0,2,2011-11-03T13:01:00.000Z,2011-11-28T13:14:00.000Z,1,2,4,Lost
13349,10,1,50.0,1,2011-11-29T08:07:00.000Z,2011-11-29T08:07:00.000Z,1,3,4,Others
14470,11,1,50.0,1,2011-11-28T10:31:00.000Z,2011-11-28T10:31:00.000Z,1,3,4,Others
13212,19,1,50.0,1,2011-11-20T12:40:00.000Z,2011-11-20T12:40:00.000Z,2,3,4,Others
12749,22,1,50.0,1,2011-11-17T12:05:00.000Z,2011-11-17T12:05:00.000Z,2,3,4,Others
16298,22,1,50.0,1,2011-11-17T11:59:00.000Z,2011-11-17T11:59:00.000Z,2,3,4,Others
16207,25,1,50.0,1,2011-11-14T13:51:00.000Z,2011-11-14T13:51:00.000Z,2,3,4,Others
14547,26,1,50.0,1,2011-11-13T12:27:00.000Z,2011-11-13T12:27:00.000Z,2,3,4,Others
14121,29,1,50.0,1,2011-11-10T10:36:00.000Z,2011-11-10T10:36:00.000Z,2,3,4,Others
13882,43,1,50.0,1,2011-10-27T12:53:00.000Z,2011-10-27T12:53:00.000Z,3,3,4,Potential
17211,47,1,50.0,1,2011-10-23T11:10:00.000Z,2011-10-23T11:10:00.000Z,3,3,4,Potential
13171,49,1,50.0,1,2011-10-21T16:18:00.000Z,2011-10-21T16:18:00.000Z,3,4,4,Potential
15831,58,1,50.0,1,2011-10-12T13:14:00.000Z,2011-10-12T13:14:00.000Z,3,4,4,Potential
13352,60,1,50.0,1,2011-10-10T13:55:00.000Z,2011-10-10T13:55:00.000Z,3,4,4,Potential
13359,63,1,50.0,1,2011-10-07T09:30:00.000Z,2011-10-07T09:30:00.000Z,3,4,4,Potential
13351,66,1,50.0,1,2011-10-04T12:55:00.000Z,2011-10-04T12:55:00.000Z,3,4,4,Potential
13347,70,1,50.0,1,2011-09-30T13:28:00.000Z,2011-09-30T13:28:00.000Z,3,4,4,Potential
16268,71,1,50.0,1,2011-09-29T18:30:00.000Z,2011-09-29T18:30:00.000Z,3,4,4,Potential
13372,89,1,50.0,1,2011-09-11T12:46:00.000Z,2011-09-11T12:46:00.000Z,3,4,4,Potential
13343,177,1,50.0,1,2011-06-15T12:24:00.000Z,2011-06-15T12:24:00.000Z,4,4,4,Champions
13368,256,1,50.0,1,2011-03-28T09:59:00.000Z,2011-03-28T09:59:00.000Z,5,5,4,Champions
13358,268,1,50.0,1,2011-03-16T11:52:00.000Z,2011-03-16T11:52:00.000Z,5,5,4,Champions
13908,276,1,50.0,1,2011-03-08T12:04:00.000Z,2011-03-08T12:04:00.000Z,5,5,4,Champions
13345,287,1,50.0,1,2011-02-25T09:01:00.000Z,2011-02-25T09:01:00.000Z,5,5,4,Champions
14932,365,1,50.0,1,2010-12-09T11:48:00.000Z,2010-12-09T11:48:00.000Z,5,5,4,Champions
13369,365,1,50.0,1,2010-12-09T11:30:00.000Z,2010-12-09T11:30:00.000Z,5,5,4,Champions
16161,1,3,45.0,3,2011-11-17T12:54:00.000Z,2011-12-08T12:10:00.000Z,1,1,4,Lost
12787,9,3,45.0,3,2011-05-31T09:36:00.000Z,2011-11-30T08:44:00.000Z,1,1,4,Lost
17652,25,3,45.0,3,2011-10-03T13:03:00.000Z,2011-11-14T12:55:00.000Z,2,1,4,Lost
17858,5,2,45.0,2,2011-08-12T16:36:00.000Z,2011-12-04T11:56:00.000Z,1,2,4,Lost
12390,79,1,45.0,1,2011-09-21T09:33:00.000Z,2011-09-21T09:33:00.000Z,3,4,4,Potential
12447,243,1,45.0,1,2011-04-10T13:25:00.000Z,2011-04-10T13:25:00.000Z,5,5,4,Champions
15291,277,1,45.0,1,2011-03-07T16:14:00.000Z,2011-03-07T16:14:00.000Z,5,5,4,Champions
14216,3,2,40.0,2,2011-12-01T14:58:00.000Z,2011-12-06T14:56:00.000Z,1,2,4,Lost
12587,7,1,40.0,1,2011-12-02T12:47:00.000Z,2011-12-02T12:47:00.000Z,1,3,4,Others
12451,10,1,40.0,1,2011-11-29T08:40:00.000Z,2011-11-29T08:40:00.000Z,1,3,4,Others
12618,21,1,40.0,1,2011-11-18T11:10:00.000Z,2011-11-18T11:10:00.000Z,2,3,4,Others
12588,39,1,40.0,1,2011-10-31T15:01:00.000Z,2011-10-31T15:01:00.000Z,2,3,4,Others
12430,43,1,40.0,1,2011-10-27T15:09:00.000Z,2011-10-27T15:09:00.000Z,3,3,4,Potential
12781,63,1,40.0,1,2011-10-07T10:37:00.000Z,2011-10-07T10:37:00.000Z,3,4,4,Potential
12814,101,1,40.0,1,2011-08-30T12:11:00.000Z,2011-08-30T12:11:00.000Z,4,4,4,Champions
12641,115,1,40.0,1,2011-08-16T13:26:00.000Z,2011-08-16T13:26:00.000Z,4,4,4,Champions
12817,281,1,40.0,1,2011-03-03T16:28:00.000Z,2011-03-03T16:28:00.000Z,5,5,4,Champions
12350,310,1,40.0,1,2011-02-02T16:01:00.000Z,2011-02-02T16:01:00.000Z,5,5,4,Champions
12373,311,1,40.0,1,2011-02-01T13:10:00.000Z,2011-02-01T13:10:00.000Z,5,5,4,Champions
12522,39,2,36.0,2,2011-10-19T14:41:00.000Z,2011-10-31T15:30:00.000Z,2,2,4,Lost
13919,59,2,36.0,2,2011-08-10T10:15:00.000Z,2011-10-11T14:24:00.000Z,3,2,4,Others
12492,63,2,36.0,2,2011-08-26T14:51:00.000Z,2011-10-07T15:15:00.000Z,3,2,4,Others
12592,92,2,36.0,2,2011-05-10T13:44:00.000Z,2011-09-08T15:04:00.000Z,4,2,4,New
12673,5,1,36.0,1,2011-12-04T13:55:00.000Z,2011-12-04T13:55:00.000Z,1,3,4,Others
14277,21,1,36.0,1,2011-11-18T09:53:00.000Z,2011-11-18T09:53:00.000Z,2,3,4,Others
12532,30,1,36.0,1,2011-11-09T13:47:00.000Z,2011-11-09T13:47:00.000Z,2,3,4,Others
12491,38,1,36.0,1,2011-11-01T12:18:00.000Z,2011-11-01T12:18:00.000Z,2,3,4,Others
12403,49,1,36.0,1,2011-10-21T10:51:00.000Z,2011-10-21T10:51:00.000Z,3,3,4,Potential
12718,71,1,36.0,1,2011-09-29T16:38:00.000Z,2011-09-29T16:38:00.000Z,3,4,4,Potential
16103,79,1,36.0,2,2011-09-21T11:55:00.000Z,2011-09-21T11:55:00.000Z,3,4,4,Potential
12729,113,1,36.0,1,2011-08-18T11:40:00.000Z,2011-08-18T11:40:00.000Z,4,4,4,Champions
12593,218,1,36.0,1,2011-05-05T09:29:00.000Z,2011-05-05T09:29:00.000Z,4,5,4,Champions
12580,246,1,36.0,1,2011-04-07T10:24:00.000Z,2011-04-07T10:24:00.000Z,5,5,4,Champions
12623,276,1,36.0,1,2011-03-08T13:50:00.000Z,2011-03-08T13:50:00.000Z,5,5,4,Champions
12574,315,1,36.0,1,2011-01-28T09:20:00.000Z,2011-01-28T09:20:00.000Z,5,5,4,Champions
12559,319,1,36.0,1,2011-01-24T10:12:00.000Z,2011-01-24T10:12:00.000Z,5,5,4,Champions
12489,336,1,36.0,1,2011-01-07T13:13:00.000Z,2011-01-07T13:13:00.000Z,5,5,4,Champions
17194,273,2,35.0,3,2010-12-14T12:06:00.000Z,2011-03-11T12:05:00.000Z,5,2,4,New
17402,50,1,35.0,1,2011-10-20T12:40:00.000Z,2011-10-20T12:40:00.000Z,3,4,4,Potential
17223,368,1,35.0,1,2010-12-06T14:08:00.000Z,2010-12-06T14:08:00.000Z,5,5,4,Champions
12913,4,2,30.0,2,2011-11-24T10:39:00.000Z,2011-12-05T12:11:00.000Z,1,2,4,Lost
14618,9,2,30.0,2,2011-11-29T08:41:00.000Z,2011-11-30T13:45:00.000Z,1,2,4,Lost
14704,11,2,30.0,2,2011-10-31T14:48:00.000Z,2011-11-28T12:51:00.000Z,1,2,4,Lost
15671,18,2,30.0,2,2011-11-14T10:50:00.000Z,2011-11-21T12:43:00.000Z,2,2,4,Lost
13266,29,2,30.0,3,2011-10-27T14:52:00.000Z,2011-11-10T13:44:00.000Z,2,2,4,Lost
13524,40,2,30.0,2,2011-08-30T12:45:00.000Z,2011-10-30T12:34:00.000Z,2,2,4,Lost
18265,72,2,30.0,2,2011-07-04T15:26:00.000Z,2011-09-28T14:10:00.000Z,3,2,4,Others
15885,92,2,30.0,2,2011-02-03T15:28:00.000Z,2011-09-08T10:43:00.000Z,4,2,4,New
17315,100,2,30.0,2,2011-08-23T16:56:00.000Z,2011-08-31T10:21:00.000Z,4,2,4,New
17160,109,2,30.0,2,2011-07-26T15:29:00.000Z,2011-08-22T13:32:00.000Z,4,2,4,New
15563,22,1,30.0,1,2011-11-17T12:59:00.000Z,2011-11-17T12:59:00.000Z,2,3,4,Others
13752,184,1,30.0,1,2011-06-08T10:49:00.000Z,2011-06-08T10:49:00.000Z,4,4,4,Champions
12802,186,1,30.0,1,2011-06-06T09:36:00.000Z,2011-06-06T09:36:00.000Z,4,4,4,Champions
12790,192,1,30.0,1,2011-05-31T14:14:00.000Z,2011-05-31T14:14:00.000Z,4,5,4,Champions
12402,323,1,30.0,1,2011-01-20T13:49:00.000Z,2011-01-20T13:49:00.000Z,5,5,4,Champions
13174,16,2,29.0,2,2011-01-27T15:36:00.000Z,2011-11-23T14:35:00.000Z,1,2,4,Lost
12442,3,1,28.0,1,2011-12-06T14:22:00.000Z,2011-12-06T14:22:00.000Z,1,3,4,Others
12548,166,1,28.0,1,2011-06-26T15:35:00.000Z,2011-06-26T15:35:00.000Z,4,4,4,Champions
12797,365,1,28.0,1,2010-12-09T10:55:00.000Z,2010-12-09T10:55:00.000Z,5,5,4,Champions
12808,368,1,28.0,1,2010-12-06T10:27:00.000Z,2010-12-06T10:27:00.000Z,5,5,4,Champions
14688,7,1,25.0,1,2011-12-02T12:24:00.000Z,2011-12-02T12:24:00.000Z,1,3,4,Others
13755,9,1,25.0,1,2011-11-30T13:29:00.000Z,2011-11-30T13:29:00.000Z,1,3,4,Others
12953,9,1,25.0,1,2011-11-30T09:24:00.000Z,2011-11-30T09:24:00.000Z,1,3,4,Others
16800,11,1,25.0,1,2011-11-28T14:06:00.000Z,2011-11-28T14:06:00.000Z,1,3,4,Others
14511,11,1,25.0,1,2011-11-28T17:05:00.000Z,2011-11-28T17:05:00.000Z,1,3,4,Others
13589,14,1,25.0,1,2011-11-25T12:10:00.000Z,2011-11-25T12:10:00.000Z,1,3,4,Others
13644,16,1,25.0,1,2011-11-23T14:07:00.000Z,2011-11-23T14:07:00.000Z,1,3,4,Others
15426,19,1,25.0,1,2011-11-20T15:36:00.000Z,2011-11-20T15:36:00.000Z,2,3,4,Others
13118,19,1,25.0,1,2011-11-20T12:37:00.000Z,2011-11-20T12:37:00.000Z,2,3,4,Others
16399,19,1,25.0,1,2011-11-20T16:12:00.000Z,2011-11-20T16:12:00.000Z,2,3,4,Others
18127,19,1,25.0,1,2011-11-20T12:45:00.000Z,2011-11-20T12:45:00.000Z,2,3,4,Others
17324,21,1,25.0,1,2011-11-18T11:53:00.000Z,2011-11-18T11:53:00.000Z,2,3,4,Others
14903,21,1,25.0,1,2011-11-18T16:07:00.000Z,2011-11-18T16:07:00.000Z,2,3,4,Others
13238,23,1,25.0,1,2011-11-16T16:26:00.000Z,2011-11-16T16:26:00.000Z,2,3,4,Others
16560,26,1,25.0,1,2011-11-13T10:35:00.000Z,2011-11-13T10:35:00.000Z,2,3,4,Others
14125,28,1,25.0,1,2011-11-11T12:20:00.000Z,2011-11-11T12:20:00.000Z,2,3,4,Others
17088,28,1,25.0,1,2011-11-11T14:23:00.000Z,2011-11-11T14:23:00.000Z,2,3,4,Others
13396,29,1,25.0,1,2011-11-10T16:59:00.000Z,2011-11-10T16:59:00.000Z,2,3,4,Others
18216,31,1,25.0,1,2011-11-08T16:55:00.000Z,2011-11-08T16:55:00.000Z,2,3,4,Others
12357,33,1,25.0,1,2011-11-06T16:07:00.000Z,2011-11-06T16:07:00.000Z,2,3,4,Others
13719,33,1,25.0,1,2011-11-06T15:02:00.000Z,2011-11-06T15:02:00.000Z,2,3,4,Others
14428,36,1,25.0,1,2011-11-03T16:30:00.000Z,2011-11-03T16:30:00.000Z,2,3,4,Others
17076,36,1,25.0,1,2011-11-03T17:53:00.000Z,2011-11-03T17:53:00.000Z,2,3,4,Others
17965,37,1,25.0,1,2011-11-02T09:31:00.000Z,2011-11-02T09:31:00.000Z,2,3,4,Others
15018,38,1,25.0,1,2011-11-01T12:47:00.000Z,2011-11-01T12:47:00.000Z,2,3,4,Others
